design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_MAX_FANOUT,SYNTH_STRATEGY
sv_core,core,matrix_config_0,flow completed,0h8m56s0ms,0h7m4s0ms,91626.66666666667,0.075,45813.333333333336,52.69,-1,751.36,3015,0,0,0,0,0,0,0,2,2,0,-1,-1,148694,28116,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,107581781.0,0.0,50.57,54.99,21.41,29.58,3.52,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,2668,936,93,1424,3436,8557,66236.0256,-1,-1,-1,0.00434,0.00371,2.12e-08,-1,-1,-1,9.2,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_1,flow completed,0h9m10s0ms,0h7m18s0ms,91626.66666666667,0.075,45813.333333333336,52.69,-1,762.91,3015,0,0,0,0,0,0,0,2,2,0,-1,-1,149405,28403,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,107581781.0,0.0,50.57,54.99,21.41,29.58,3.52,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,2667,936,134,1459,3436,8632,66236.0256,-1,-1,-1,0.00434,0.00372,2.12e-08,-1,-1,-1,9.13,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_2,flow completed,0h9m9s0ms,0h7m15s0ms,91626.66666666667,0.075,45813.333333333336,52.69,-1,762.15,3015,0,0,0,0,0,0,0,4,2,0,-1,-1,149305,28395,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,107581781.0,0.0,50.57,54.99,21.41,29.58,3.52,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,2669,936,123,1444,3436,8608,66236.0256,-1,-1,-1,0.00434,0.00372,2.12e-08,-1,-1,-1,9.22,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_3,flow completed,0h9m58s0ms,0h8m6s0ms,91626.66666666667,0.075,45813.333333333336,52.69,-1,763.59,3015,0,0,0,0,0,0,0,6,5,0,-1,-1,149809,28434,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,107581781.0,0.0,50.57,54.99,21.41,29.58,3.52,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,2634,936,212,1545,3436,8763,66236.0256,-1,-1,-1,0.00434,0.00374,2.12e-08,-1,-1,-1,9.25,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_4,flow completed,0h9m0s0ms,0h7m6s0ms,91626.66666666667,0.075,45813.333333333336,52.69,-1,738.33,3015,0,0,0,0,0,0,0,2,2,0,-1,-1,148694,28116,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,107581781.0,0.0,50.57,54.99,21.41,29.58,3.52,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,2668,936,93,1424,3436,8557,66236.0256,-1,-1,-1,0.00434,0.00371,2.12e-08,-1,-1,-1,9.2,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_5,flow completed,0h9m8s0ms,0h7m16s0ms,91626.66666666667,0.075,45813.333333333336,52.69,-1,762.83,3015,0,0,0,0,0,0,0,2,2,0,-1,-1,149405,28403,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,107581781.0,0.0,50.57,54.99,21.41,29.58,3.52,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,2667,936,134,1459,3436,8632,66236.0256,-1,-1,-1,0.00434,0.00372,2.12e-08,-1,-1,-1,9.13,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_6,flow completed,0h9m7s0ms,0h7m14s0ms,91626.66666666667,0.075,45813.333333333336,52.69,-1,762.28,3015,0,0,0,0,0,0,0,4,2,0,-1,-1,149305,28395,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,107581781.0,0.0,50.57,54.99,21.41,29.58,3.52,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,2669,936,123,1444,3436,8608,66236.0256,-1,-1,-1,0.00434,0.00372,2.12e-08,-1,-1,-1,9.22,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_7,flow completed,0h9m57s0ms,0h8m4s0ms,91626.66666666667,0.075,45813.333333333336,52.69,-1,763.46,3015,0,0,0,0,0,0,0,6,5,0,-1,-1,149809,28434,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,107581781.0,0.0,50.57,54.99,21.41,29.58,3.52,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,2634,936,212,1545,3436,8763,66236.0256,-1,-1,-1,0.00434,0.00374,2.12e-08,-1,-1,-1,9.25,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_8,flow completed,0h8m58s0ms,0h7m4s0ms,91626.66666666667,0.075,45813.333333333336,52.69,-1,751.19,3015,0,0,0,0,0,0,0,2,2,0,-1,-1,148694,28116,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,107581781.0,0.0,50.57,54.99,21.41,29.58,3.52,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,2668,936,93,1424,3436,8557,66236.0256,-1,-1,-1,0.00434,0.00371,2.12e-08,-1,-1,-1,9.2,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_9,flow completed,0h9m8s0ms,0h7m16s0ms,91626.66666666667,0.075,45813.333333333336,52.69,-1,762.92,3015,0,0,0,0,0,0,0,2,2,0,-1,-1,149405,28403,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,107581781.0,0.0,50.57,54.99,21.41,29.58,3.52,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,2667,936,134,1459,3436,8632,66236.0256,-1,-1,-1,0.00434,0.00372,2.12e-08,-1,-1,-1,9.13,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
