design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_MAX_FANOUT,SYNTH_STRATEGY
sv_core,core,matrix_config_13,flow completed,0h9m4s0ms,0h7m7s0ms,76600.0,0.09,38300.0,43.46,-1,763.23,3015,0,0,0,0,0,0,0,7,6,0,-1,-1,149677,27690,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111218699.0,0.0,47.08,44.3,16.01,20.27,1.05,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,3801,1144,110,1834,3447,10336,80146.8672,-1,-1,-1,0.00442,0.00372,2.29e-08,-1,-1,-1,9.06,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_14,flow completed,0h8m58s0ms,0h6m59s0ms,76600.0,0.09,38300.0,43.46,-1,765.07,3015,0,0,0,0,0,0,0,5,5,0,-1,-1,149963,27745,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111218699.0,0.0,47.08,44.3,16.01,20.27,1.05,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,3791,1144,142,1865,3447,10389,80146.8672,-1,-1,-1,0.00442,0.00373,2.29e-08,-1,-1,-1,9.03,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_15,flow completed,0h9m34s0ms,0h7m36s0ms,76600.0,0.09,38300.0,43.46,-1,783.5,3015,0,0,0,0,0,0,0,6,6,0,-1,-1,150340,27892,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111218699.0,0.0,47.08,44.3,16.01,20.27,1.05,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,3786,1144,150,1870,3447,10397,80146.8672,-1,-1,-1,0.00442,0.00373,2.29e-08,-1,-1,-1,9.07,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_16,flow completed,0h9m2s0ms,0h6m56s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,762.77,3015,0,0,0,0,0,0,0,10,10,0,-1,-1,150433,27567,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4819,1342,90,1970,3432,11653,94290.43199999999,-1,-1,-1,0.00434,0.00371,2.34e-08,-1,-1,-1,9.05,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_17,flow completed,0h9m5s0ms,0h7m0s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,749.64,3015,0,0,0,0,0,0,0,8,8,0,-1,-1,150230,27544,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4816,1342,114,1993,3432,11697,94290.43199999999,-1,-1,-1,0.00434,0.00371,2.34e-08,-1,-1,-1,8.98,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_18,flow completed,0h9m5s0ms,0h6m59s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,759.44,3015,0,0,0,0,0,0,0,10,10,0,-1,-1,150494,27665,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4808,1342,133,2015,3432,11730,94290.43199999999,-1,-1,-1,0.00434,0.00371,2.34e-08,-1,-1,-1,9.01,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_19,flow completed,0h9m37s0ms,0h7m32s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,719.91,3015,0,0,0,0,0,0,0,7,7,0,-1,-1,150950,27738,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4783,1342,190,2078,3432,11825,94290.43199999999,-1,-1,-1,0.00434,0.00372,2.34e-08,-1,-1,-1,9.04,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_20,flow completed,0h9m2s0ms,0h6m54s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,762.76,3015,0,0,0,0,0,0,0,10,10,0,-1,-1,150433,27567,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4819,1342,90,1970,3432,11653,94290.43199999999,-1,-1,-1,0.00434,0.00371,2.34e-08,-1,-1,-1,9.05,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_21,flow completed,0h9m3s0ms,0h6m58s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,749.58,3015,0,0,0,0,0,0,0,8,8,0,-1,-1,150230,27544,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4816,1342,114,1993,3432,11697,94290.43199999999,-1,-1,-1,0.00434,0.00371,2.34e-08,-1,-1,-1,8.98,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_22,flow completed,0h9m7s0ms,0h7m1s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,759.02,3015,0,0,0,0,0,0,0,10,10,0,-1,-1,150494,27665,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4808,1342,133,2015,3432,11730,94290.43199999999,-1,-1,-1,0.00434,0.00371,2.34e-08,-1,-1,-1,9.01,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
